GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:1990266	neutrophil migration	0.0004946777833833637	0.0004946777833833637	+1	ENSMLUG00000004884,ENSMLUG00000003153,ENSMLUG00000012668,ENSMLUG00000016835,ENSMLUG00000000153,ENSMLUG00000006778,ENSMLUG00000012968,ENSMLUG00000004581,ENSMLUG00000002912
GO:0032729	positive regulation of interferon-gamma production	0.0006044930995729147	0.0006044930995729147	+1	ENSMLUG00000009941,ENSMLUG00000012745,ENSMLUG00000001974,ENSMLUG00000003969,ENSMLUG00000016598,ENSMLUG00000006778,ENSMLUG00000007417,ENSMLUG00000013014,ENSMLUG00000016718
GO:0071222	cellular response to lipopolysaccharide	0.0006091542070430218	0.0006091542070430218	+1	ENSMLUG00000009941,ENSMLUG00000006910,ENSMLUG00000014375,ENSMLUG00000003969,ENSMLUG00000000164,ENSMLUG00000007417,ENSMLUG00000007164,ENSMLUG00000014860,ENSMLUG00000017621,ENSMLUG00000015855,ENSMLUG00000011369,ENSMLUG00000026303,ENSMLUG00000007782,ENSMLUG00000011543,ENSMLUG00000002942,ENSMLUG00000004572,ENSMLUG00000011739,ENSMLUG00000005967,ENSMLUG00000013098
GO:1902107	positive regulation of leukocyte differentiation	0.0006630243423042333	0.0006630243423042333	+1	ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000006366,ENSMLUG00000003969,ENSMLUG00000007751,ENSMLUG00000006778,ENSMLUG00000012968,ENSMLUG00000015999,ENSMLUG00000011419,ENSMLUG00000007176,ENSMLUG00000017391,ENSMLUG00000001859,ENSMLUG00000005802,ENSMLUG00000003729,ENSMLUG00000007782
GO:0050715	positive regulation of cytokine secretion	0.0006793310129746929	0.0006793310129746929	+1	ENSMLUG00000012387,ENSMLUG00000012745,ENSMLUG00000017259,ENSMLUG00000014375,ENSMLUG00000011581,ENSMLUG00000014580,ENSMLUG00000003969,ENSMLUG00000007430
GO:1903039	positive regulation of leukocyte cell-cell adhesion	0.0007245151474488089	0.0007245151474488089	+1	ENSMLUG00000003450,ENSMLUG00000009941,ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000003444,ENSMLUG00000003969,ENSMLUG00000007430,ENSMLUG00000006778,ENSMLUG00000012968,ENSMLUG00000015999,ENSMLUG00000027885,ENSMLUG00000015855,ENSMLUG00000016819,ENSMLUG00000016718,ENSMLUG00000011728,ENSMLUG00000001859,ENSMLUG00000007782
GO:0045639	positive regulation of myeloid cell differentiation	0.0008310903936299423	0.0008310903936299423	+1	ENSMLUG00000006366,ENSMLUG00000003969,ENSMLUG00000007751,ENSMLUG00000006778,ENSMLUG00000012968,ENSMLUG00000003347,ENSMLUG00000011419,ENSMLUG00000007176,ENSMLUG00000017391,ENSMLUG00000026303,ENSMLUG00000005802,ENSMLUG00000003729
GO:0002702	positive regulation of production of molecular mediator of immune response	0.00085363653432994	0.00085363653432994	+1	ENSMLUG00000012387,ENSMLUG00000009941,ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000007430,ENSMLUG00000016598,ENSMLUG00000007417,ENSMLUG00000004581,ENSMLUG00000015855,ENSMLUG00000011728,ENSMLUG00000011842
GO:0002761	regulation of myeloid leukocyte differentiation	0.0009325741451860629	0.0009325741451860629	+1	ENSMLUG00000006366,ENSMLUG00000003969,ENSMLUG00000007751,ENSMLUG00000006778,ENSMLUG00000014860,ENSMLUG00000016013,ENSMLUG00000011419,ENSMLUG00000007176,ENSMLUG00000010517,ENSMLUG00000017391,ENSMLUG00000005802,ENSMLUG00000003729,ENSMLUG00000007782
GO:0002708	positive regulation of lymphocyte mediated immunity	0.001141139043804264	0.001141139043804264	+1	ENSMLUG00000016603,ENSMLUG00000009941,ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000003969,ENSMLUG00000016598,ENSMLUG00000000153,ENSMLUG00000006778,ENSMLUG00000004581
GO:0071621	granulocyte chemotaxis	0.0012079205015151028	0.0012079205015151028	+1	ENSMLUG00000004884,ENSMLUG00000003153,ENSMLUG00000012668,ENSMLUG00000016835,ENSMLUG00000000153,ENSMLUG00000006778,ENSMLUG00000012968,ENSMLUG00000004581,ENSMLUG00000002912
GO:0002448	mast cell mediated immunity	0.0012834988898004914	0.0012834988898004914	+1	ENSMLUG00000002828,ENSMLUG00000014580,ENSMLUG00000012668,ENSMLUG00000004581,ENSMLUG00000014860,ENSMLUG00000009455,ENSMLUG00000011728
GO:0043303	mast cell degranulation	0.0012834988898004914	0.0012834988898004914	+1	ENSMLUG00000002828,ENSMLUG00000014580,ENSMLUG00000012668,ENSMLUG00000004581,ENSMLUG00000014860,ENSMLUG00000009455,ENSMLUG00000011728
GO:0097529	myeloid leukocyte migration	0.0018480128125938386	0.0018480128125938386	+1	ENSMLUG00000004884,ENSMLUG00000003153,ENSMLUG00000012668,ENSMLUG00000016835,ENSMLUG00000000153,ENSMLUG00000006778,ENSMLUG00000012968,ENSMLUG00000015330,ENSMLUG00000004581,ENSMLUG00000014860,ENSMLUG00000002912,ENSMLUG00000011419,ENSMLUG00000016718,ENSMLUG00000011369,ENSMLUG00000010038,ENSMLUG00000009772,ENSMLUG00000011739,ENSMLUG00000005967
GO:0032609	interferon-gamma production	0.0018676457037793313	0.0018676457037793313	+1	ENSMLUG00000016603,ENSMLUG00000009941,ENSMLUG00000012745,ENSMLUG00000001974,ENSMLUG00000003969,ENSMLUG00000016598,ENSMLUG00000006778,ENSMLUG00000007417,ENSMLUG00000006716,ENSMLUG00000013014,ENSMLUG00000016718
GO:0002218	activation of innate immune response	0.0019084345404662812	0.0019084345404662812	+1	ENSMLUG00000012387,ENSMLUG00000012920,ENSMLUG00000012745,ENSMLUG00000007430,ENSMLUG00000030769,ENSMLUG00000007417,ENSMLUG00000007164,ENSMLUG00000014860,ENSMLUG00000002533,ENSMLUG00000007189,ENSMLUG00000015097,ENSMLUG00000017172,ENSMLUG00000012813,ENSMLUG00000011543,ENSMLUG00000008863,ENSMLUG00000004572,ENSMLUG00000011739,ENSMLUG00000016545,ENSMLUG00000004535,ENSMLUG00000017610
GO:0002279	mast cell activation involved in immune response	0.002038133320575842	0.002038133320575842	+1	ENSMLUG00000002828,ENSMLUG00000014580,ENSMLUG00000012668,ENSMLUG00000004581,ENSMLUG00000014860,ENSMLUG00000009455,ENSMLUG00000011728
GO:0050707	regulation of cytokine secretion	0.0022645903368135427	0.0022645903368135427	+1	ENSMLUG00000012387,ENSMLUG00000012745,ENSMLUG00000017259,ENSMLUG00000014375,ENSMLUG00000011581,ENSMLUG00000014580,ENSMLUG00000003969,ENSMLUG00000007430,ENSMLUG00000030769,ENSMLUG00000007417,ENSMLUG00000014860,ENSMLUG00000005737,ENSMLUG00000015097,ENSMLUG00000012813
GO:0002456	T cell mediated immunity	0.0023789659782774276	0.0023789659782774276	+1	ENSMLUG00000016603,ENSMLUG00000009941,ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000030037,ENSMLUG00000016537,ENSMLUG00000016598,ENSMLUG00000006778
GO:0070486	leukocyte aggregation	0.002426873247521887	0.002426873247521887	+1	ENSMLUG00000009941,ENSMLUG00000012668,ENSMLUG00000002912,ENSMLUG00000006311,ENSMLUG00000011728,ENSMLUG00000008116
GO:0030316	osteoclast differentiation	0.0025878036445175392	0.0025878036445175392	+1	ENSMLUG00000011360,ENSMLUG00000003969,ENSMLUG00000006778,ENSMLUG00000004581,ENSMLUG00000016013,ENSMLUG00000011419,ENSMLUG00000010517,ENSMLUG00000017391,ENSMLUG00000000285,ENSMLUG00000003729,ENSMLUG00000012714,ENSMLUG00000002060,ENSMLUG00000005967,ENSMLUG00000013098
GO:0002292	T cell differentiation involved in immune response	0.0027211551815417784	0.0027211551815417784	+1	ENSMLUG00000027823,ENSMLUG00000014375,ENSMLUG00000011581,ENSMLUG00000016598,ENSMLUG00000006778,ENSMLUG00000015999,ENSMLUG00000004581,ENSMLUG00000000639
GO:0002526	acute inflammatory response	0.0029029618862726463	0.0029029618862726463	+1	ENSMLUG00000012387,ENSMLUG00000009941,ENSMLUG00000025115,ENSMLUG00000014375,ENSMLUG00000003969,ENSMLUG00000003911,ENSMLUG00000004581,ENSMLUG00000015855,ENSMLUG00000008204
GO:0002886	regulation of myeloid leukocyte mediated immunity	0.003018472848343723	0.003018472848343723	+1	ENSMLUG00000003153,ENSMLUG00000002828,ENSMLUG00000014580,ENSMLUG00000012668,ENSMLUG00000004581,ENSMLUG00000014860,ENSMLUG00000016718
GO:0046635	positive regulation of alpha-beta T cell activation	0.0032662444996413207	0.0032662444996413207	+1	ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000007430,ENSMLUG00000006778,ENSMLUG00000012968,ENSMLUG00000015999,ENSMLUG00000027885,ENSMLUG00000016718,ENSMLUG00000007782,ENSMLUG00000017089
GO:0043304	regulation of mast cell degranulation	0.0034994166433043134	0.0034994166433043134	+1	ENSMLUG00000002828,ENSMLUG00000014580,ENSMLUG00000012668,ENSMLUG00000004581,ENSMLUG00000014860
GO:0002819	regulation of adaptive immune response	0.00360134637043663	0.00360134637043663	+1	ENSMLUG00000009941,ENSMLUG00000014217,ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000030037,ENSMLUG00000003969,ENSMLUG00000016537,ENSMLUG00000016598,ENSMLUG00000006778,ENSMLUG00000015999,ENSMLUG00000004581
GO:0002685	regulation of leukocyte migration	0.0041661859065143525	0.0041661859065143525	+1	ENSMLUG00000003450,ENSMLUG00000012668,ENSMLUG00000007430,ENSMLUG00000006778,ENSMLUG00000012968,ENSMLUG00000015330,ENSMLUG00000006716,ENSMLUG00000014860,ENSMLUG00000011419,ENSMLUG00000006311,ENSMLUG00000016819,ENSMLUG00000016718,ENSMLUG00000011369,ENSMLUG00000012289,ENSMLUG00000010038,ENSMLUG00000009772,ENSMLUG00000011739,ENSMLUG00000005967
GO:0002824	positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	0.004739408840609877	0.004739408840609877	+1	ENSMLUG00000009941,ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000003969,ENSMLUG00000016598,ENSMLUG00000006778,ENSMLUG00000015999,ENSMLUG00000004581,ENSMLUG00000013014,ENSMLUG00000016718
GO:0002429	immune response-activating cell surface receptor signaling pathway	0.004919520116579819	0.004919520116579819	+1	ENSMLUG00000012387,ENSMLUG00000007430,ENSMLUG00000000147,ENSMLUG00000011482,ENSMLUG00000012968,ENSMLUG00000015999,ENSMLUG00000006872,ENSMLUG00000004581,ENSMLUG00000014860,ENSMLUG00000005407,ENSMLUG00000013543,ENSMLUG00000011728,ENSMLUG00000001028
GO:0002709	regulation of T cell mediated immunity	0.005232875514929724	0.005232875514929724	+1	ENSMLUG00000009941,ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000030037,ENSMLUG00000016537,ENSMLUG00000016598,ENSMLUG00000006778
GO:0002444	myeloid leukocyte mediated immunity	0.005390362720284895	0.005390362720284895	+1	ENSMLUG00000003153,ENSMLUG00000002828,ENSMLUG00000014580,ENSMLUG00000012668,ENSMLUG00000004581,ENSMLUG00000014860,ENSMLUG00000009455,ENSMLUG00000016718,ENSMLUG00000011728
GO:0033006	regulation of mast cell activation involved in immune response	0.0058900557391560904	0.0058900557391560904	+1	ENSMLUG00000002828,ENSMLUG00000014580,ENSMLUG00000012668,ENSMLUG00000004581,ENSMLUG00000014860
GO:0002369	T cell cytokine production	0.006413806247654885	0.006413806247654885	+1	ENSMLUG00000016603,ENSMLUG00000009941,ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000030037
GO:0043372	positive regulation of CD4-positive, alpha-beta T cell differentiation	0.006708264595481634	0.006708264595481634	+1	ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000006778,ENSMLUG00000012968,ENSMLUG00000015999,ENSMLUG00000007782,ENSMLUG00000017089
GO:0007229	integrin-mediated signaling pathway	0.007326187846866269	0.007326187846866269	+1	ENSMLUG00000003153,ENSMLUG00000008325,ENSMLUG00000011307,ENSMLUG00000014580,ENSMLUG00000016505,ENSMLUG00000000153,ENSMLUG00000004581,ENSMLUG00000016013,ENSMLUG00000011842,ENSMLUG00000014215,ENSMLUG00000011511,ENSMLUG00000030213,ENSMLUG00000004075,ENSMLUG00000014316,ENSMLUG00000010629
GO:0002821	positive regulation of adaptive immune response	0.008367036769659445	0.008367036769659445	+1	ENSMLUG00000009941,ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000003969,ENSMLUG00000016598,ENSMLUG00000006778,ENSMLUG00000015999,ENSMLUG00000004581,ENSMLUG00000013014,ENSMLUG00000016718
GO:0097530	granulocyte migration	0.008995321810375552	0.008995321810375552	+1	ENSMLUG00000004884,ENSMLUG00000003153,ENSMLUG00000012668,ENSMLUG00000016835,ENSMLUG00000000153,ENSMLUG00000006778,ENSMLUG00000012968,ENSMLUG00000004581,ENSMLUG00000002912
GO:0002711	positive regulation of T cell mediated immunity	0.009969355755170313	0.009969355755170313	+1	ENSMLUG00000009941,ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000016598,ENSMLUG00000006778
