GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0002699	positive regulation of immune effector process	4.370853854294801e-9	4.370853854294801e-9	+1	ENSMLUG00000012387,ENSMLUG00000016603,ENSMLUG00000009941,ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000003153,ENSMLUG00000002828,ENSMLUG00000014580,ENSMLUG00000003969,ENSMLUG00000012668,ENSMLUG00000007430,ENSMLUG00000016598,ENSMLUG00000000153,ENSMLUG00000006778,ENSMLUG00000007417,ENSMLUG00000015999,ENSMLUG00000004581,ENSMLUG00000014860,ENSMLUG00000015855,ENSMLUG00000016718,ENSMLUG00000011728,ENSMLUG00000011842
GO:0006952	defense response	5.649361019956152e-9	5.649361019956152e-9	+1	ENSMLUG00000030176,ENSMLUG00000012387,ENSMLUG00000016603,ENSMLUG00000027823,ENSMLUG00000012920,ENSMLUG00000030515,ENSMLUG00000009941,ENSMLUG00000012745,ENSMLUG00000017259,ENSMLUG00000028583,ENSMLUG00000025115,ENSMLUG00000004884,ENSMLUG00000006910,ENSMLUG00000014375,ENSMLUG00000029618,ENSMLUG00000001353,ENSMLUG00000011581,ENSMLUG00000009793,ENSMLUG00000014580,ENSMLUG00000003444,ENSMLUG00000003969,ENSMLUG00000007430,ENSMLUG00000003847,ENSMLUG00000003911,ENSMLUG00000016537,ENSMLUG00000030769,ENSMLUG00000006023,ENSMLUG00000001861,ENSMLUG00000000164,ENSMLUG00000000153,ENSMLUG00000000600,ENSMLUG00000006778,ENSMLUG00000007417,ENSMLUG00000022258,ENSMLUG00000004581,ENSMLUG00000007164,ENSMLUG00000014860,ENSMLUG00000028344,ENSMLUG00000029749,ENSMLUG00000002840,ENSMLUG00000002912,ENSMLUG00000011419,ENSMLUG00000017621,ENSMLUG00000015855,ENSMLUG00000022206,ENSMLUG00000002533,ENSMLUG00000013014,ENSMLUG00000008204,ENSMLUG00000016412,ENSMLUG00000007100,ENSMLUG00000007189,ENSMLUG00000015097,ENSMLUG00000017618,ENSMLUG00000017172,ENSMLUG00000016718,ENSMLUG00000012813,ENSMLUG00000011369,ENSMLUG00000026303,ENSMLUG00000010167,ENSMLUG00000011842,ENSMLUG00000028659,ENSMLUG00000001028,ENSMLUG00000004366,ENSMLUG00000011543,ENSMLUG00000022840,ENSMLUG00000010038,ENSMLUG00000027388,ENSMLUG00000002942,ENSMLUG00000002060,ENSMLUG00000002266,ENSMLUG00000002214,ENSMLUG00000014246,ENSMLUG00000008863,ENSMLUG00000017089,ENSMLUG00000004572,ENSMLUG00000008749,ENSMLUG00000011739,ENSMLUG00000005967,ENSMLUG00000004075,ENSMLUG00000016545,ENSMLUG00000013365,ENSMLUG00000004202,ENSMLUG00000013098
GO:0002520	immune system development	5.754627354137449e-9	5.754627354137449e-9	+1	ENSMLUG00000027823,ENSMLUG00000017259,ENSMLUG00000011360,ENSMLUG00000011096,ENSMLUG00000001974,ENSMLUG00000006910,ENSMLUG00000014375,ENSMLUG00000006366,ENSMLUG00000030037,ENSMLUG00000011581,ENSMLUG00000016505,ENSMLUG00000003969,ENSMLUG00000007430,ENSMLUG00000016835,ENSMLUG00000007751,ENSMLUG00000003135,ENSMLUG00000016598,ENSMLUG00000000153,ENSMLUG00000009243,ENSMLUG00000000899,ENSMLUG00000006778,ENSMLUG00000012968,ENSMLUG00000007831,ENSMLUG00000015999,ENSMLUG00000016841,ENSMLUG00000004581,ENSMLUG00000014860,ENSMLUG00000003347,ENSMLUG00000016013,ENSMLUG00000011419,ENSMLUG00000007176,ENSMLUG00000010517,ENSMLUG00000000639,ENSMLUG00000013014,ENSMLUG00000001420,ENSMLUG00000017391,ENSMLUG00000007100,ENSMLUG00000017172,ENSMLUG00000000285,ENSMLUG00000016718,ENSMLUG00000013543,ENSMLUG00000026303,ENSMLUG00000010411,ENSMLUG00000001028,ENSMLUG00000001859,ENSMLUG00000005802,ENSMLUG00000003729,ENSMLUG00000007782,ENSMLUG00000008210,ENSMLUG00000006287,ENSMLUG00000017195,ENSMLUG00000011543,ENSMLUG00000022840,ENSMLUG00000013160,ENSMLUG00000012714,ENSMLUG00000002942,ENSMLUG00000002060,ENSMLUG00000002214,ENSMLUG00000016205,ENSMLUG00000009943,ENSMLUG00000017089,ENSMLUG00000011799,ENSMLUG00000008549,ENSMLUG00000005967,ENSMLUG00000016545,ENSMLUG00000004545,ENSMLUG00000013098,ENSMLUG00000000889,ENSMLUG00000015181,ENSMLUG00000005936
GO:0050900	leukocyte migration	7.0233024542699046e-9	7.0233024542699046e-9	+1	ENSMLUG00000012387,ENSMLUG00000003450,ENSMLUG00000000290,ENSMLUG00000011096,ENSMLUG00000004884,ENSMLUG00000008558,ENSMLUG00000003153,ENSMLUG00000003444,ENSMLUG00000003969,ENSMLUG00000012668,ENSMLUG00000007430,ENSMLUG00000016835,ENSMLUG00000022688,ENSMLUG00000000153,ENSMLUG00000006778,ENSMLUG00000012968,ENSMLUG00000015330,ENSMLUG00000006716,ENSMLUG00000004581,ENSMLUG00000014860,ENSMLUG00000002912,ENSMLUG00000011419,ENSMLUG00000006311,ENSMLUG00000016819,ENSMLUG00000016718,ENSMLUG00000011369,ENSMLUG00000008593,ENSMLUG00000014215,ENSMLUG00000012289,ENSMLUG00000010038,ENSMLUG00000008622,ENSMLUG00000009772,ENSMLUG00000011739,ENSMLUG00000005967,ENSMLUG00000013365
GO:0042110	T cell activation	7.92906430883342e-9	7.92906430883342e-9	+1	ENSMLUG00000003450,ENSMLUG00000027823,ENSMLUG00000009941,ENSMLUG00000014393,ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000030037,ENSMLUG00000011581,ENSMLUG00000008325,ENSMLUG00000003444,ENSMLUG00000012668,ENSMLUG00000007430,ENSMLUG00000016835,ENSMLUG00000016537,ENSMLUG00000022688,ENSMLUG00000016598,ENSMLUG00000000153,ENSMLUG00000011999,ENSMLUG00000000899,ENSMLUG00000006778,ENSMLUG00000012968,ENSMLUG00000015999,ENSMLUG00000016841,ENSMLUG00000006716,ENSMLUG00000004581,ENSMLUG00000027885,ENSMLUG00000015855,ENSMLUG00000000639,ENSMLUG00000016819,ENSMLUG00000016718,ENSMLUG00000010411,ENSMLUG00000001028,ENSMLUG00000001859,ENSMLUG00000012289,ENSMLUG00000007782,ENSMLUG00000002060,ENSMLUG00000026018,ENSMLUG00000017089,ENSMLUG00000008549,ENSMLUG00000016545,ENSMLUG00000004545,ENSMLUG00000013098,ENSMLUG00000014034
GO:0050778	positive regulation of immune response	1.2430725059937364e-8	1.2430725059937364e-8	+1	ENSMLUG00000012387,ENSMLUG00000016603,ENSMLUG00000012920,ENSMLUG00000009941,ENSMLUG00000012745,ENSMLUG00000001974,ENSMLUG00000006910,ENSMLUG00000014375,ENSMLUG00000003153,ENSMLUG00000014580,ENSMLUG00000003969,ENSMLUG00000007430,ENSMLUG00000000147,ENSMLUG00000030769,ENSMLUG00000011482,ENSMLUG00000016598,ENSMLUG00000000153,ENSMLUG00000006778,ENSMLUG00000007417,ENSMLUG00000012968,ENSMLUG00000015999,ENSMLUG00000006872,ENSMLUG00000004581,ENSMLUG00000007164,ENSMLUG00000014860,ENSMLUG00000005407,ENSMLUG00000002533,ENSMLUG00000013014,ENSMLUG00000007189,ENSMLUG00000015097,ENSMLUG00000017172,ENSMLUG00000016718,ENSMLUG00000013543,ENSMLUG00000012813,ENSMLUG00000026303,ENSMLUG00000011728,ENSMLUG00000011842,ENSMLUG00000001028,ENSMLUG00000007782,ENSMLUG00000011543,ENSMLUG00000008863,ENSMLUG00000013225,ENSMLUG00000017089,ENSMLUG00000004572,ENSMLUG00000008749,ENSMLUG00000011739,ENSMLUG00000005967,ENSMLUG00000016545,ENSMLUG00000013098,ENSMLUG00000009026,ENSMLUG00000004535
GO:0007159	leukocyte cell-cell adhesion	1.949750756852519e-8	1.949750756852519e-8	+1	ENSMLUG00000003450,ENSMLUG00000009941,ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000008558,ENSMLUG00000003153,ENSMLUG00000008325,ENSMLUG00000003444,ENSMLUG00000003969,ENSMLUG00000012668,ENSMLUG00000007430,ENSMLUG00000006778,ENSMLUG00000012968,ENSMLUG00000015999,ENSMLUG00000027885,ENSMLUG00000002912,ENSMLUG00000015855,ENSMLUG00000006311,ENSMLUG00000016819,ENSMLUG00000016718,ENSMLUG00000010411,ENSMLUG00000011728,ENSMLUG00000008593,ENSMLUG00000014215,ENSMLUG00000001028,ENSMLUG00000001859,ENSMLUG00000012289,ENSMLUG00000007782,ENSMLUG00000030213,ENSMLUG00000002060,ENSMLUG00000026018,ENSMLUG00000017089,ENSMLUG00000008549,ENSMLUG00000016545,ENSMLUG00000013098
GO:0002521	leukocyte differentiation	2.24449546727584e-8	2.24449546727584e-8	+1	ENSMLUG00000027823,ENSMLUG00000011360,ENSMLUG00000011096,ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000006366,ENSMLUG00000011581,ENSMLUG00000003969,ENSMLUG00000007430,ENSMLUG00000016835,ENSMLUG00000007751,ENSMLUG00000003135,ENSMLUG00000016598,ENSMLUG00000000153,ENSMLUG00000009243,ENSMLUG00000000899,ENSMLUG00000006778,ENSMLUG00000012968,ENSMLUG00000015999,ENSMLUG00000016841,ENSMLUG00000004581,ENSMLUG00000014860,ENSMLUG00000016013,ENSMLUG00000011419,ENSMLUG00000007176,ENSMLUG00000010517,ENSMLUG00000000639,ENSMLUG00000017391,ENSMLUG00000007100,ENSMLUG00000000285,ENSMLUG00000013543,ENSMLUG00000010411,ENSMLUG00000001028,ENSMLUG00000001859,ENSMLUG00000005802,ENSMLUG00000003729,ENSMLUG00000007782,ENSMLUG00000017195,ENSMLUG00000022840,ENSMLUG00000012714,ENSMLUG00000002060,ENSMLUG00000017089,ENSMLUG00000005967,ENSMLUG00000016545,ENSMLUG00000004545,ENSMLUG00000013098,ENSMLUG00000015181
GO:0001816	cytokine production	2.5978058026945936e-8	2.5978058026945936e-8	+1	ENSMLUG00000012387,ENSMLUG00000016603,ENSMLUG00000009941,ENSMLUG00000012745,ENSMLUG00000017259,ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000030037,ENSMLUG00000011581,ENSMLUG00000009793,ENSMLUG00000002828,ENSMLUG00000014580,ENSMLUG00000003969,ENSMLUG00000007430,ENSMLUG00000030769,ENSMLUG00000000164,ENSMLUG00000016598,ENSMLUG00000006778,ENSMLUG00000007417,ENSMLUG00000012968,ENSMLUG00000016841,ENSMLUG00000006716,ENSMLUG00000004581,ENSMLUG00000007164,ENSMLUG00000014860,ENSMLUG00000000429,ENSMLUG00000015855,ENSMLUG00000005737,ENSMLUG00000002533,ENSMLUG00000013014,ENSMLUG00000016412,ENSMLUG00000017391,ENSMLUG00000015097,ENSMLUG00000017172,ENSMLUG00000010039,ENSMLUG00000016718,ENSMLUG00000012813,ENSMLUG00000026303,ENSMLUG00000010167,ENSMLUG00000011728,ENSMLUG00000007389,ENSMLUG00000011842,ENSMLUG00000001028,ENSMLUG00000005802
GO:0030097	hemopoiesis	2.692106986905658e-8	2.692106986905658e-8	+1	ENSMLUG00000027823,ENSMLUG00000017259,ENSMLUG00000011360,ENSMLUG00000011096,ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000006366,ENSMLUG00000011581,ENSMLUG00000016505,ENSMLUG00000003969,ENSMLUG00000007430,ENSMLUG00000016835,ENSMLUG00000007751,ENSMLUG00000003135,ENSMLUG00000016598,ENSMLUG00000000153,ENSMLUG00000009243,ENSMLUG00000000899,ENSMLUG00000006778,ENSMLUG00000012968,ENSMLUG00000007831,ENSMLUG00000015999,ENSMLUG00000016841,ENSMLUG00000004581,ENSMLUG00000014860,ENSMLUG00000003347,ENSMLUG00000016013,ENSMLUG00000011419,ENSMLUG00000007176,ENSMLUG00000010517,ENSMLUG00000000639,ENSMLUG00000001420,ENSMLUG00000017391,ENSMLUG00000007100,ENSMLUG00000000285,ENSMLUG00000016718,ENSMLUG00000013543,ENSMLUG00000026303,ENSMLUG00000010411,ENSMLUG00000001028,ENSMLUG00000001859,ENSMLUG00000005802,ENSMLUG00000003729,ENSMLUG00000007782,ENSMLUG00000008210,ENSMLUG00000017195,ENSMLUG00000022840,ENSMLUG00000013160,ENSMLUG00000012714,ENSMLUG00000002942,ENSMLUG00000002060,ENSMLUG00000016205,ENSMLUG00000009943,ENSMLUG00000017089,ENSMLUG00000011799,ENSMLUG00000008549,ENSMLUG00000005967,ENSMLUG00000016545,ENSMLUG00000004545,ENSMLUG00000013098,ENSMLUG00000000889,ENSMLUG00000015181,ENSMLUG00000005936
GO:0002764	immune response-regulating signaling pathway	3.509438970590658e-8	3.509438970590658e-8	+1	ENSMLUG00000012387,ENSMLUG00000027823,ENSMLUG00000012920,ENSMLUG00000012745,ENSMLUG00000011581,ENSMLUG00000007430,ENSMLUG00000000147,ENSMLUG00000030769,ENSMLUG00000011482,ENSMLUG00000007417,ENSMLUG00000012968,ENSMLUG00000015999,ENSMLUG00000006872,ENSMLUG00000004581,ENSMLUG00000007164,ENSMLUG00000014860,ENSMLUG00000005407,ENSMLUG00000002533,ENSMLUG00000007189,ENSMLUG00000015097,ENSMLUG00000017172,ENSMLUG00000013543,ENSMLUG00000012813,ENSMLUG00000011728,ENSMLUG00000001028,ENSMLUG00000011543,ENSMLUG00000008863,ENSMLUG00000013225,ENSMLUG00000017089,ENSMLUG00000004572,ENSMLUG00000011739,ENSMLUG00000016545,ENSMLUG00000009026,ENSMLUG00000004535,ENSMLUG00000017610
GO:0001817	regulation of cytokine production	3.9486834189047796e-8	3.9486834189047796e-8	+1	ENSMLUG00000012387,ENSMLUG00000009941,ENSMLUG00000012745,ENSMLUG00000017259,ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000030037,ENSMLUG00000011581,ENSMLUG00000009793,ENSMLUG00000002828,ENSMLUG00000014580,ENSMLUG00000003969,ENSMLUG00000007430,ENSMLUG00000030769,ENSMLUG00000016598,ENSMLUG00000006778,ENSMLUG00000007417,ENSMLUG00000012968,ENSMLUG00000016841,ENSMLUG00000004581,ENSMLUG00000007164,ENSMLUG00000014860,ENSMLUG00000000429,ENSMLUG00000015855,ENSMLUG00000005737,ENSMLUG00000002533,ENSMLUG00000013014,ENSMLUG00000016412,ENSMLUG00000017391,ENSMLUG00000015097,ENSMLUG00000017172,ENSMLUG00000010039,ENSMLUG00000016718,ENSMLUG00000012813,ENSMLUG00000026303,ENSMLUG00000010167,ENSMLUG00000011728,ENSMLUG00000007389,ENSMLUG00000011842,ENSMLUG00000001028,ENSMLUG00000005802
GO:0002703	regulation of leukocyte mediated immunity	4.140125905485178e-8	4.140125905485178e-8	+1	ENSMLUG00000016603,ENSMLUG00000009941,ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000003153,ENSMLUG00000030037,ENSMLUG00000002828,ENSMLUG00000014580,ENSMLUG00000003969,ENSMLUG00000012668,ENSMLUG00000016537,ENSMLUG00000016598,ENSMLUG00000000153,ENSMLUG00000006778,ENSMLUG00000007417,ENSMLUG00000004581,ENSMLUG00000014860,ENSMLUG00000002533,ENSMLUG00000013014
GO:0050865	regulation of cell activation	6.731191251025952e-8	6.731191251025952e-8	+1	ENSMLUG00000003450,ENSMLUG00000027823,ENSMLUG00000009941,ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000003153,ENSMLUG00000030037,ENSMLUG00000002828,ENSMLUG00000014580,ENSMLUG00000016505,ENSMLUG00000003444,ENSMLUG00000012668,ENSMLUG00000007430,ENSMLUG00000024927,ENSMLUG00000005115,ENSMLUG00000006778,ENSMLUG00000007417,ENSMLUG00000012968,ENSMLUG00000015999,ENSMLUG00000006716,ENSMLUG00000004581,ENSMLUG00000014860,ENSMLUG00000027885,ENSMLUG00000009455,ENSMLUG00000015855,ENSMLUG00000013014,ENSMLUG00000016412,ENSMLUG00000017391,ENSMLUG00000016819,ENSMLUG00000016718,ENSMLUG00000010411,ENSMLUG00000010167,ENSMLUG00000011728,ENSMLUG00000001028,ENSMLUG00000001859
GO:0002443	leukocyte mediated immunity	7.470345555032473e-8	7.470345555032473e-8	+1	ENSMLUG00000016603,ENSMLUG00000009941,ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000003153,ENSMLUG00000030037,ENSMLUG00000002828,ENSMLUG00000014580,ENSMLUG00000003444,ENSMLUG00000003969,ENSMLUG00000012668,ENSMLUG00000016537,ENSMLUG00000016598,ENSMLUG00000000153,ENSMLUG00000006778,ENSMLUG00000007417,ENSMLUG00000004581,ENSMLUG00000014860,ENSMLUG00000009455,ENSMLUG00000002533,ENSMLUG00000013014,ENSMLUG00000017391,ENSMLUG00000016718,ENSMLUG00000011728,ENSMLUG00000001028,ENSMLUG00000012289
GO:0048534	hematopoietic or lymphoid organ development	1.2087604988363782e-7	1.2087604988363782e-7	+1	ENSMLUG00000027823,ENSMLUG00000017259,ENSMLUG00000011360,ENSMLUG00000011096,ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000006366,ENSMLUG00000011581,ENSMLUG00000016505,ENSMLUG00000003969,ENSMLUG00000007430,ENSMLUG00000016835,ENSMLUG00000007751,ENSMLUG00000003135,ENSMLUG00000016598,ENSMLUG00000000153,ENSMLUG00000009243,ENSMLUG00000000899,ENSMLUG00000006778,ENSMLUG00000012968,ENSMLUG00000007831,ENSMLUG00000015999,ENSMLUG00000016841,ENSMLUG00000004581,ENSMLUG00000014860,ENSMLUG00000003347,ENSMLUG00000016013,ENSMLUG00000011419,ENSMLUG00000007176,ENSMLUG00000010517,ENSMLUG00000000639,ENSMLUG00000001420,ENSMLUG00000017391,ENSMLUG00000007100,ENSMLUG00000000285,ENSMLUG00000016718,ENSMLUG00000013543,ENSMLUG00000026303,ENSMLUG00000010411,ENSMLUG00000001028,ENSMLUG00000001859,ENSMLUG00000005802,ENSMLUG00000003729,ENSMLUG00000007782,ENSMLUG00000008210,ENSMLUG00000006287,ENSMLUG00000017195,ENSMLUG00000022840,ENSMLUG00000013160,ENSMLUG00000012714,ENSMLUG00000002942,ENSMLUG00000002060,ENSMLUG00000016205,ENSMLUG00000009943,ENSMLUG00000017089,ENSMLUG00000011799,ENSMLUG00000008549,ENSMLUG00000005967,ENSMLUG00000016545,ENSMLUG00000004545,ENSMLUG00000013098,ENSMLUG00000000889,ENSMLUG00000015181,ENSMLUG00000005936
GO:0002757	immune response-activating signal transduction	1.3528124865228655e-7	1.3528124865228655e-7	+1	ENSMLUG00000012387,ENSMLUG00000012920,ENSMLUG00000012745,ENSMLUG00000007430,ENSMLUG00000000147,ENSMLUG00000030769,ENSMLUG00000011482,ENSMLUG00000007417,ENSMLUG00000012968,ENSMLUG00000015999,ENSMLUG00000006872,ENSMLUG00000004581,ENSMLUG00000007164,ENSMLUG00000014860,ENSMLUG00000005407,ENSMLUG00000002533,ENSMLUG00000007189,ENSMLUG00000015097,ENSMLUG00000017172,ENSMLUG00000013543,ENSMLUG00000012813,ENSMLUG00000011728,ENSMLUG00000001028,ENSMLUG00000011543,ENSMLUG00000008863,ENSMLUG00000013225,ENSMLUG00000017089,ENSMLUG00000004572,ENSMLUG00000011739,ENSMLUG00000016545,ENSMLUG00000009026,ENSMLUG00000004535,ENSMLUG00000017610
GO:0002694	regulation of leukocyte activation	1.8181901644988982e-7	1.8181901644988982e-7	+1	ENSMLUG00000003450,ENSMLUG00000027823,ENSMLUG00000009941,ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000003153,ENSMLUG00000030037,ENSMLUG00000002828,ENSMLUG00000014580,ENSMLUG00000003444,ENSMLUG00000012668,ENSMLUG00000007430,ENSMLUG00000005115,ENSMLUG00000006778,ENSMLUG00000007417,ENSMLUG00000012968,ENSMLUG00000015999,ENSMLUG00000006716,ENSMLUG00000004581,ENSMLUG00000014860,ENSMLUG00000027885,ENSMLUG00000009455,ENSMLUG00000015855,ENSMLUG00000013014,ENSMLUG00000016412,ENSMLUG00000017391,ENSMLUG00000016819,ENSMLUG00000016718,ENSMLUG00000010411,ENSMLUG00000010167,ENSMLUG00000011728,ENSMLUG00000001028,ENSMLUG00000001859,ENSMLUG00000007782,ENSMLUG00000011543,ENSMLUG00000002060,ENSMLUG00000026018,ENSMLUG00000017089,ENSMLUG00000011739,ENSMLUG00000008549,ENSMLUG00000016545
GO:0002252	immune effector process	2.326405759257881e-7	2.326405759257881e-7	+1	ENSMLUG00000012387,ENSMLUG00000016603,ENSMLUG00000027823,ENSMLUG00000009941,ENSMLUG00000012745,ENSMLUG00000014393,ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000003153,ENSMLUG00000030037,ENSMLUG00000011581,ENSMLUG00000008325,ENSMLUG00000002828,ENSMLUG00000014580,ENSMLUG00000003444,ENSMLUG00000003969,ENSMLUG00000012668,ENSMLUG00000007430,ENSMLUG00000016537,ENSMLUG00000016598,ENSMLUG00000000153,ENSMLUG00000011999,ENSMLUG00000006778,ENSMLUG00000007417,ENSMLUG00000015999,ENSMLUG00000004581,ENSMLUG00000014860,ENSMLUG00000016013,ENSMLUG00000002840,ENSMLUG00000009455,ENSMLUG00000015855,ENSMLUG00000000639,ENSMLUG00000002533,ENSMLUG00000013014,ENSMLUG00000017391,ENSMLUG00000017172,ENSMLUG00000016718,ENSMLUG00000013543,ENSMLUG00000011728,ENSMLUG00000011842,ENSMLUG00000001028
GO:0002697	regulation of immune effector process	2.4927497842725497e-7	2.4927497842725497e-7	+1	ENSMLUG00000012387,ENSMLUG00000016603,ENSMLUG00000009941,ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000003153,ENSMLUG00000030037,ENSMLUG00000002828,ENSMLUG00000014580,ENSMLUG00000003969,ENSMLUG00000012668,ENSMLUG00000007430,ENSMLUG00000016537,ENSMLUG00000016598,ENSMLUG00000000153,ENSMLUG00000006778,ENSMLUG00000007417,ENSMLUG00000015999,ENSMLUG00000004581,ENSMLUG00000014860,ENSMLUG00000015855,ENSMLUG00000002533,ENSMLUG00000013014,ENSMLUG00000017172,ENSMLUG00000016718,ENSMLUG00000011728,ENSMLUG00000011842,ENSMLUG00000001028
GO:0060326	cell chemotaxis	3.7672821665907194e-7	3.7672821665907194e-7	+1	ENSMLUG00000012387,ENSMLUG00000003450,ENSMLUG00000011096,ENSMLUG00000004884,ENSMLUG00000003153,ENSMLUG00000003444,ENSMLUG00000012668,ENSMLUG00000016835,ENSMLUG00000000153,ENSMLUG00000009413,ENSMLUG00000006778,ENSMLUG00000012968,ENSMLUG00000015330,ENSMLUG00000004581,ENSMLUG00000014860,ENSMLUG00000028344,ENSMLUG00000029749,ENSMLUG00000002912,ENSMLUG00000011419,ENSMLUG00000002533,ENSMLUG00000016412,ENSMLUG00000016718,ENSMLUG00000011369,ENSMLUG00000026303,ENSMLUG00000028659,ENSMLUG00000001859
GO:0001819	positive regulation of cytokine production	9.995876433720415e-7	9.995876433720415e-7	+1	ENSMLUG00000012387,ENSMLUG00000009941,ENSMLUG00000012745,ENSMLUG00000017259,ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000011581,ENSMLUG00000014580,ENSMLUG00000003969,ENSMLUG00000007430,ENSMLUG00000030769,ENSMLUG00000016598,ENSMLUG00000006778,ENSMLUG00000007417,ENSMLUG00000016841,ENSMLUG00000004581,ENSMLUG00000000429,ENSMLUG00000015855,ENSMLUG00000005737,ENSMLUG00000013014,ENSMLUG00000016412,ENSMLUG00000010039,ENSMLUG00000016718,ENSMLUG00000012813,ENSMLUG00000026303,ENSMLUG00000011728,ENSMLUG00000007389,ENSMLUG00000011842,ENSMLUG00000005802,ENSMLUG00000007782,ENSMLUG00000002060,ENSMLUG00000008863,ENSMLUG00000011739,ENSMLUG00000005967,ENSMLUG00000016545,ENSMLUG00000013098,ENSMLUG00000009026,ENSMLUG00000004535
GO:0032635	interleukin-6 production	0.000001026845639494505	0.000001026845639494505	+1	ENSMLUG00000016603,ENSMLUG00000012745,ENSMLUG00000003969,ENSMLUG00000007430,ENSMLUG00000007417,ENSMLUG00000012968,ENSMLUG00000004581,ENSMLUG00000015855,ENSMLUG00000005737,ENSMLUG00000002533,ENSMLUG00000017391,ENSMLUG00000017172,ENSMLUG00000010039,ENSMLUG00000012813,ENSMLUG00000010167,ENSMLUG00000001028,ENSMLUG00000011543,ENSMLUG00000002060,ENSMLUG00000008863,ENSMLUG00000011739
